PR,Requisition Date,RFQ ID,RFQ Date,PO,PO Date,Fund Code,Project Name,Project ID,Requested BY,Buyer Name,Description,Qty,Unit of Measurment,Currency,Amount,Vendor Name,Invoice Number,System GRN Number,GRN Number,Doc. Received Date,Voucher ID,Cheque Number,Net Pay to Vendor,On hand status,Progress,location
6085,05/08/2019,1659,05/08/2019,5668,21/08/2019,US1SJ,DFSA,WVIXET0005,Mekdes Leykun,Amenti,Animal Feed Mill and Chopper Machine for East Hararghe field office as per the attached specificationDelivery Location: Goro gerbi & Mojo Lege oda kebeles of Kurfa chele woreda & Grawa woreda respectively.Animal Feed Mill and Chopper Machine for West Hararghe field office as per the attached specification.Delivery Location: Kuni & Ija fara Kebeles of Gemechis Woreda & Chiro Woreda respectively.,2,EA,ETB,342000,Electro Mecce Engineering Service,EM/01/460/2012,5647,7863,0000-00-00,,,0,"RFQ Distributed & waiting for offer/Bid opened & shared to the requester then the offer reviewed & recommendation received on 15 August 2019, now waiting for the supplier ID by adding in to AVL online as well as Offline, The SBA will follow/SBA & PO award done along with sharing the draft contract agreement/Confirmation received & under the contract Signature by both party/the purchase hold on for the time being up on the request for amendment regarding type of engine /now agreed & the process continued & under the signature of Contract agreement/Waiting for 2nd level PO approval online/in advance 80% First payment requested on 10 September 2019/the delivery will be expected on 19 September 2019/still under Dispatching process/Dispatched and under hand over with appropriate Training at the delivery location/Document communicated to finance on 04 October 2019.",Completed,Finance
5983,05/09/2019,1680,05/09/2019,5739,17/09/2019,US1UH,DFSA,WVIXET0006,Mekdes Leykun,ANEGASSA,"Aluminum double-sided Ladder,Aluminum single sided, 4 meter",8,PCE,ETB,34400,GIRMA WEDAJO MODERN BULDING MATERIALS,FS NO 00001700 with Credit sales Voucher No CRSl-00290-19,5684,7900,22/10/2019,89370,4474292,33801.74,"Under RFQ approval/RFQ Distributed,Proforma collected and shared to the requester for the proper selection/Selection made & confirmed on 17 September 2019/Now under Award the PO/Physical Inspection result confirmed again on 20 September 2019 & under PO approval online/as the actual ladder type tried to delivered was less in Length by 60Cm,under proper discussion to cancel the PO/As the sample from the second bidder is totally not in specification & highest in price as well, the requesting unit decided & sent confirmation on 09 October 2019 to tolerate the existing PO & now under delivery/delivered on 16 October 2019 & waiting for credit invoice.",Completed,Finance
Email Request,17/09/2019,,17/09/2019,Non-PO,01/01/1970,US1SJ,DFSA,WVIXET0005,Mekdes Leykun,ANEGASSA,"one Toyota Land Cruiser, Hard top, five doors vehicle from September 19-23/2019 (5 days) to travel to East Hararghe and West Hararghe areas",5,DAY,ETB,11517.5,GETACHEW MOLLA CAR RENTAL SERVICE,,,,0000-00-00,,,0,The supplier informed & waiting for vehicle to be ready for the inspection/Rental Vehicle Check list Completed & under receiving the service/Extension requested for two more days until 25 September 2019/waiting for payment request/payment request received on 11 October 2019 but waiting for Budget holder approval for the Vehicle Log sheet/approved & Document communicated to finance on 16 October 2019..,Ongoing,Finance
6096,07/08/2019,,07/08/2019,5660,19/08/2019,NL178,PfR,CNLDET0012,Abigel,Amenti,Solar power cable with specification of 3X4 mm3,160,MTR,ETB,31280,DAVIS & SHIRTLIFF TRADING ETHIOPIA PLC,,,,0000-00-00,,,0,RFQ Distributed & waiting for offer/proper selection made & the product sample approved & under PO award/PO issued on 20 August 2019 and waiting for delivery/gentle reminder sent through email as well/Waiting for GRN starting 05 September 2019/Document communicated to finance on 10 September 2019.,Completed,Finance
6099,08/07/2019,,08/07/2019,5702,29/08/2019,US2HG,Emergency,IOMRET0002,HIRUT MERGA,NSOLOMON,Purchase of 70% HTH chlorine powder.,6,,ETB,43200,SCILAB TRADING PLC,,,,0000-00-00,,,0,RFQ Prepared on 9.8.2019/ waiting for approval/RFQ approved on 15.8.2019/ under Quotation collection/Quotation opened on 16.8.2019 and document forward to requester unit for technical confirmation on 19.8.2019/ waiting for confirmation/Confirmation received on 29.8.2019/ PO placed and dispatched/ Item collected on 5.9.2019/ Payment request received on 6.9.2019/Document send for GRN on 9.9.2019/ GRN issued and received on 11.9.2019/ Document to be communicated to finance on 13.9.2019,Completed,Finance
6105,15/08/2019,,15/08/2019,5657,15/08/2019,US1UH,DFSA,WVIXET0006,Mekdes Leykun,Amenti,Extension of Toyota Land Cruiser Long base (three doors) vehicle plate # 3-91194 from 20/August/2019 to 3/September/2019 (15 days) for West Hararghe field office,15,DAY,ETB,31708.09,GETACHEW MOLLA CAR RENTAL SERVICE,,,,0000-00-00,,,0,Waiting for PO approval online/PO Approved & Under receiving service/waiting for GRN starting 05 September 2019/Document communicated to finance on 19 September 2019,Completed,Finance
6104,13/08/2019,,13/08/2019,5649,13/08/2019,US2HG,Emergency,IOMRET0002,HIRUT MERGA,NSOLOMON,"Transportation of 4,747Pcs of Jerican from Addis Ababa to West Harargie (Chiro) 327 km Vehicle type 2 FSR 100 QTL capacity.Transportation of 4,747Pcs of Jerican from Addis Ababa to West Harargie (Chiro) 327 km Vehicle type 1 NPR 50 QTL capacity.",3,EA,ETB,46066.13,GETACHEW MOLLA CAR RENTAL SERVICE,REF NO: GMCR/064/11,5543,7207,0000-00-00,,,0,PO Placed on 13.8.2019/ under service receiving/payment request received on 20.8.2019 and document send for GRN same day/GRN issued on 21.8.2019/document communicated to finance on 22.8.2019,Completed,Finance
6109,15/08/2019,,15/08/2019,0,0000-00-00,NL178,PfR,CNLDET0012,Eden Habtewold,Amenti,"Consultancy including concepts of integrated risk management (IRM) approaches in the curriculum of Semera university from August 19,2019 to October 2,2019",1,EA,ETB,265183.68,SEMERA UNIVERSITY,,,,0000-00-00,,,0,RFQ ready to be shared to the university/tried to remind as the date quote closing was 21 August 2019 but not yet/Proposal received on 30 August 2019 but in no Signature & Stamp/email communication made on 13 September 2019 for the completion of the proposals but not yet/The re-scanned and readable IRM ToR received on 19 September 2019/under the Requisition as well as Non ? competitive procurement justification form adjustments and draft consultant agreement preparation accordingly/Requisition ID 0000006184 raised as a replacement,Cancelled,Procurement
email request,20/08/2019,,20/08/2019,Non-PO,0000-00-00,US1UH,DFSA,WVIXET0006,Hirut Merga,Amenti,Computer Bag,4,EA,ETB,7920,OSLO TRADING PLC,,,,0000-00-00,,,0,Waiting for Credit Invoice up on receiving confirmation/Document Communicated to finance on 21 August 2019,Ongoing,finance
,05/08/2019,,05/08/2019,,0000-00-00,US1UH,DFSA,WVIXET0006,Hirut Merga,Amenti,,4,EA,ETB,0,,,,,0000-00-00,,,0,,Cancelled,Store
Email Request,21/08/2019,,21/08/2019,Email dated 22 August 2019,22/08/2019,US1SJ,DFSA,WVIXET0005,Mekdes Leykun,Amenti,Microsoft Project 2016 licensed version,1,PCE,ETB,6800,TOPCOM COMPUTER TRADING,FS NO 00001442 with sales attachment Voucher No CRS-00179-19028,,,0000-00-00,,,0,"RFQ Distributed,Proforma collected & under the review at IT unit starting 21 August 2019/Confirmed by IT unit on 22 August 2019 and Ordered on same date through email/waiting for delivery/The license delivered on 01 September 2019 But still waiting for service reviving confirmation(email communication is there for the repeated reminder)/not yet/Confirmation received on 01 October 2019 & document communicated to finance.",Completed,Finance
5989,19/06/2019,,19/06/2019,Non-PO,09/08/2019,US1SJ,DFSA,WVIXET0005,Mekdes Leykun,Amenti,"Guest Chair 4,(modern & classic)",4,EA,ETB,7920,MOBILY ONE FURNITURE PLC,,,,0000-00-00,,,0,"RFQ distributed/proforma collected,shared to the requesting unit & under proper selection/selected but the Requetor change their mind & under the selection of Better option./Waiting for requestor confirmation and justification of the selected item/reminder sent to Requestor unit/Performa is under collection for the guest chairs based on requestor amended request/ the collected performa doesn't fulfill requestor need 31/7/19/Round table waiting delivery on 1/8/19/Performa shoud be collected for the guest chairs/Proforma collected & under PO preparation/waiting for receiving confirmation/Finalized",Completed,Finance
6124,21/08/2019,,21/08/2019,5773,03/10/2019,US1T0,GRAD2,USLMET0023,Mekdes Leykun,DGETACHEW,"Ergonomic chair as per the below specifications and attached pictures.1. Mesh seat and back chair, adjustable to and fro, with well back support, adjustable seat (tilted flexibly or fixed at the desired stage)2. Back supporting bush3. Arm adjustable",1,EA,ETB,16000,,Fs No. 000000901,5680,7896,23/10/2019,89369,4474291,15721.74,"1. waiting for RFQ approval/2. Performa collected and opened and requestor reviewed the quotation/3. Waiting requestor? confirmation/4. Requestor confirmed the item is not as per our requirement and performa collected from new vendor,Waiting delivery/Item delivered and document forwarded to finance 18/10/19",Completed,Finance
6117,19/08/2019,N/A,19/08/2019,5661,20/08/2019,US2H5,Emergency,OCHAET0046,Hirut Merga,AFAKADU,Vehicle rental Extension Plate # 3-58081 one long Base from 27/08/2019 to 25/09/2019 at East Hararga FOffice.,30,DAY,ETB,63416.18,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/234/12,5704,7923,04/11/2019,89698,4474370,62313.29,"Purchase order was prepared and issued to agent /waiting service delivery/Supplier was informed to bring payment request and then waiting/Payment request was received and document transferred to GRN on October 29,2019/Document communicated to finance on October 04,2019",Completed,Finance
6116,19/08/2019,N/A,19/08/2019,5665,20/08/2019,US2H5,Emergency,OCHAET0048,Hirut Merga,AFAKADU,Vehicle rental Extension Plate # 3-89373 one long Base from 26/08/2019 to 24/09/2019 at Borena FOffice./Vehicle rental Extension Plate # 3-A11435 one long Base from 26/08/2019 to 24/09/2019 at Borena FOffice.,30,DAY,ETB,126832.36,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/249/12,5713,7932,05/11/2019,89702,4474372,124626,"Purchase order was prepared and issued to the agent/waiting service delivery/ Waiting payment request/payment request was received on October 30,2019 then transferred for GRN/Document communicated to finance on October 04,2019.",Completed,Finance
6113,19/08/2019,,19/08/2019,5664,20/08/2009,US2H5,Emergency,OCHAET0049,Hirut Merga,AFAKADU,Vehicle rental Extension Plate # 3-40735 one long Base from 23/08/2019 to 21/09/2019 at North Program Office/Vehicle rental Extension plate # 3-87608 one long Base from 23/08/2019 to 21/09/2019at North Program Office.,30,DAY,ETB,126832.36,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/250/12,5712,7931,04/11/2019,89699,4474373,124626.57,"Purchase order was prepared and issued to the agent/waiting service delivery/Waiting payment request/payment request was received on October 30,2019 then transferred for GRN/Document communicated to finance.",Completed,Finance
6115,19/08/2019,N/A,19/08/2019,5662,20/08/2019,US2H5,Emergency,OCHAET0047,Hirut Merga,AFAKADU,Vehicle rental Extension plate # 3-A64860 one long Base from 27/08/2019 to 25/09/2019 at West Hararga FOffice/Vehicle rental Extension plate # 3-A24795 one long Base from 27/08/2019 to 25/09/2019 at West Hararga FOffice/Vehicle rental Extension plate # 3-A07755 one long Base from 27/08/2019 to 25/09/2019 at West Hararga FOffice.,30,DAY,ETB,190248.54,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/179/11,5665,7881,0000-00-00,,,0,"Purchase order was prepared and issued to supplier /waiting service delivery.Document communicated to GRN on October 09,2019/Document communicated to finance on October 11,2019",Completed,Finance
6114,19/08/2019,,19/08/2019,5663,20/08/2019,US2H5,Emergency,OCHAET0049,Hirut Merga,AFAKADU,Vehicle rental Extension Plate # 3-66591 one long Base from 28/08/2019 to 26/09/2019 at North Program.,30,DAY,ETB,63416.18,GETACHEW MOLLA CAR RENTAL SERVICE,,,,0000-00-00,,,0,"Purchase order was prepared and issued/ waiting service delivery/Cancelled as per email dated August 26,2019",Ongoing,Procurement
6118,20/08/2019,,20/08/2019,5667,21/08/2019,US2GQ,Emergency,OCHAET0044,Hirut Merga,AFAKADU,Vehicle rental Extension Plate # 3-A41625 one long Base from 28/08/2019 to 26/09/2019 at East Hararghi FO,30,DAY,ETB,63416.18,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/176/12,5668,7884,0000-00-00,,,0,"Purchase order was prepared and issued/waiting service delivery/Document communicated to GRN on October 09,2019/Document communicated to finance on October 11,2019",Completed,Finance
Email Request,22/08/2019,,22/08/2019,N/A,01/01/1970,US000,Admin,SUSPET0004,Hiwot,AFAKADU,Ergonomic Swivel Chair,1,EA,ETB,13900,MOBILY ONE FURNITURE PLC,,,,0000-00-00,,,0,"Item was available only from one supplier and quotation was received and got an approval to go ahead/ waiting delivery of the chair/Received the chair and document communicated to finance on August 30,2019",Completed,Finance
